Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ,¿Ü±¹ÀÎ,±â°ü°è,±ÝÀ¶ÅõÀÚ,º¸Çè,Åõ½Å,ÀºÇà,±âÅ¸±ÝÀ¶,¿¬±â±Ý,±âÅ¸¹ýÀÎ,±âÅ¸¿ÜÀÎ,»ç¸ðÆÝµå
A068270,¼¿Æ®¸®¿Â,20230421,-60000,-4521,64464,1072,6564,-7268,291,0,60948,790,-733,2857
A068270,¼¿Æ®¸®¿Â,20230424,-32462,-7041,38485,31587,1566,-10766,-6,0,17253,1320,-302,-1149
A068270,¼¿Æ®¸®¿Â,20230425,47908,-48402,3850,-8273,1470,-4524,0,155,13203,-3262,-94,1819
A068270,¼¿Æ®¸®¿Â,20230426,24392,-54203,31469,-1833,1905,-4186,0,50,34306,-1472,-186,1227
A068270,¼¿Æ®¸®¿Â,20230427,16654,35159,-49635,-47275,-4080,-5458,18,18,9561,-2486,308,-2419
A068270,¼¿Æ®¸®¿Â,20230428,47732,64508,-110712,-81938,-3761,-17214,27,26,-4824,-1765,237,-3028
A068270,¼¿Æ®¸®¿Â,20230502,-30506,42979,-12344,34750,-952,-29111,-4,218,-14511,-232,103,-2734
A068270,¼¿Æ®¸®¿Â,20230503,-15405,30083,-14720,-17986,970,-6204,171,91,8783,-141,183,-545
A068270,¼¿Æ®¸®¿Â,20230504,-53228,52385,1879,-39561,5475,7741,171,91,25272,-833,-203,2690
A068270,¼¿Æ®¸®¿Â,20230508,23973,-50434,25481,27248,-1233,2777,0,130,-6414,1033,-53,2973
A068270,¼¿Æ®¸®¿Â,20230509,-407707,138729,267059,5136,11563,91356,567,2240,88935,917,1002,67262
A068270,¼¿Æ®¸®¿Â,20230510,-386754,98546,286521,-11644,16256,108499,229,2840,97135,1064,623,73206
A068270,¼¿Æ®¸®¿Â,20230511,11550,10186,-22018,-20977,5042,-11083,0,300,2086,337,-55,2614
A068270,¼¿Æ®¸®¿Â,20230512,19704,274,-22165,-21775,7478,-5267,-347,400,5043,2112,75,-7697
A068270,¼¿Æ®¸®¿Â,20230515,-110157,48816,64143,28163,10137,-1417,-1266,140,34645,-1141,-1661,-6259
A068270,¼¿Æ®¸®¿Â,20230516,-108615,53050,57251,26034,14006,-602,-1613,772,40178,350,-2036,-21524
A068270,¼¿Æ®¸®¿Â,20230517,-132136,42424,85305,11360,6707,19025,-102,180,39919,5179,-772,8216
A068270,¼¿Æ®¸®¿Â,20230518,-155217,47953,100065,-15016,17124,33662,-72,-149,75520,9888,-2689,-11004
A068270,¼¿Æ®¸®¿Â,20230519,-161045,69392,88696,84261,-1953,6646,5,0,-6245,3194,-237,5982
A068270,¼¿Æ®¸®¿Â,20230522,-189185,49582,143516,66254,1586,12305,-130,-314,44033,-3529,-384,19782
A068270,¼¿Æ®¸®¿Â,20230523,-134686,45614,87772,34864,2762,3986,-63,356,26645,1074,226,19222
A068270,¼¿Æ®¸®¿Â,20230524,-169799,80229,88937,22800,902,2777,-544,200,30129,751,-118,32673
A068270,¼¿Æ®¸®¿Â,20230525,137631,-14448,-122551,-75884,-9494,-10661,-251,690,-12537,-1505,873,-14414
A068270,¼¿Æ®¸®¿Â,20230526,171765,4524,-175174,-105146,-6502,-13322,-243,-431,-36726,-1869,754,-12804
A068270,¼¿Æ®¸®¿Â,20230530,25926,10006,-32824,-239,-311,-17101,-441,2485,3847,-2622,-486,-21064
A068270,¼¿Æ®¸®¿Â,20230531,110596,-9958,-95760,-3470,-142,-9442,80,514,-563,-4858,-20,-82737
A068270,¼¿Æ®¸®¿Â,20230601,-20761,78573,-53469,9108,1210,6772,-340,351,3976,-4276,-67,-74546
A068270,¼¿Æ®¸®¿Â,20230602,149896,-148825,-1146,1671,-5219,-5246,-176,-1,9531,-114,189,-1706
A068270,¼¿Æ®¸®¿Â,20230605,39945,-12843,-27348,14828,-4279,8364,0,1,-42693,163,83,-3569
A068270,¼¿Æ®¸®¿Â,20230607,40808,-64537,22450,57114,-4374,-10020,294,0,-8258,1424,-145,-12306
A068270,¼¿Æ®¸®¿Â,20230608,124247,-74944,-51787,10321,-5092,-47739,-915,-12,2496,2297,187,-10846
A068270,¼¿Æ®¸®¿Â,20230609,155651,-117323,-39893,42150,-7770,-42131,-745,-13,-15580,1309,256,-15804
A068270,¼¿Æ®¸®¿Â,20230612,50021,-42754,-5511,28320,119,-2648,780,0,-23641,-2098,342,-8441
A068270,¼¿Æ®¸®¿Â,20230613,168266,-119431,-48551,61107,-20642,-16387,780,0,-62766,-867,583,-10643
A068270,¼¿Æ®¸®¿Â,20230614,62422,-8167,-54870,8060,-5752,-10703,-383,1,-35967,686,-71,-10126
A068270,¼¿Æ®¸®¿Â,20230615,136994,-33589,-92895,3621,-10737,-21804,-473,1,-74832,-10754,244,11329
A068270,¼¿Æ®¸®¿Â,20230616,-8029,-2677,9340,-18880,-1360,5027,-1212,100,-11664,1396,-30,37329
A068270,¼¿Æ®¸®¿Â,20230619,56433,-51225,-7546,15387,-152,-1357,0,81,-21571,2109,229,66
A068270,¼¿Æ®¸®¿Â,20230620,63360,-21342,-43784,-165,-5540,-7869,-10,180,-9251,1468,298,-21129
A068270,¼¿Æ®¸®¿Â,20230621,133595,-64553,-73731,-8777,-13659,-14431,-110,180,144,4320,369,-37078
A068270,¼¿Æ®¸®¿Â,20230622,16752,-48138,32388,26360,-6057,-3718,0,1,16872,737,-1739,-1070
A068270,¼¿Æ®¸®¿Â,20230623,-27302,-148964,91696,-5627,-3188,18923,0,101,63488,85449,-879,17999
