종목코드,종목명,날짜,시간,시가,고가,저가,종가,거래량,거래대금,개인,외국인,기관계,금융투자,보험,투신,은행,기타금융,연기금,기타법인,기타외인,사모펀드
A083450,GST,20230630,1530,28350,28350,28350,28350,149432,68276,55846,-18162,-37984,-3,0,-5461,0,0,-33600,-50,350,1080
