종목코드,종목명,날짜,시간,시가,고가,저가,종가,거래량,거래대금,개인,외국인,기관계,금융투자,보험,투신,은행,기타금융,연기금,기타법인,기타외인,사모펀드
A098460,고영,20230630,1530,15400,15400,15400,15400,1280938,1022221,444304,-505570,64783,62631,-1142,12516,0,0,28058,-2739,-778,-37280
