종목코드,종목명,날짜,시간,시가,고가,저가,종가,거래량,거래대금,개인,외국인,기관계,금융투자,보험,투신,은행,기타금융,연기금,기타법인,기타외인,사모펀드
A033640,네패스,20230630,1530,19680,19680,19680,19680,174594,154631,32729,-28639,-5102,6352,0,-10454,0,0,0,376,636,-1000
