Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ,¿Ü±¹ÀÎ,±â°ü°è,±ÝÀ¶ÅõÀÚ,º¸Çè,Åõ½Å,ÀºÇà,±âÅ¸±ÝÀ¶,¿¬±â±Ý,±âÅ¸¹ýÀÎ,±âÅ¸¿ÜÀÎ,»ç¸ðÆÝµå
A112610,¾¾¿¡½ºÀ©µå,20230518,43420,14694,-55636,-5715,-3875,-15923,-110,-28,-32356,-1943,-535,2371
A112610,¾¾¿¡½ºÀ©µå,20230517,28816,3899,-30862,-1300,-3411,-8146,0,-11,-8206,-1958,105,-9788
A112610,¾¾¿¡½ºÀ©µå,20230519,15114,-151,-16010,12605,-1140,-7886,0,28,-18385,1315,-268,-1232
A112610,¾¾¿¡½ºÀ©µå,20230522,-46385,33384,14720,11300,-6591,-2710,0,-101,10964,-1813,94,1858
A112610,¾¾¿¡½ºÀ©µå,20230524,-37888,94328,-39720,391,1884,-27260,108,-135,-7707,-16896,176,-7001
A112610,¾¾¿¡½ºÀ©µå,20230523,-31548,38463,-6250,6048,-204,-6544,106,0,-12068,-899,234,6412
A112610,¾¾¿¡½ºÀ©µå,20230526,108175,-49915,-66111,-25265,-1559,-33773,167,31,2740,7316,535,-8452
A112610,¾¾¿¡½ºÀ©µå,20230525,-24097,42728,-18128,-16649,451,-17887,110,-1,11368,-445,-58,4480
A112610,¾¾¿¡½ºÀ©µå,20230530,-243581,170953,74477,18291,-4608,4840,1500,10029,21574,-1222,-627,22851
A112610,¾¾¿¡½ºÀ©µå,20230601,74425,-139339,62898,-962,18882,15931,786,257,26568,2157,-141,1436
A112610,¾¾¿¡½ºÀ©µå,20230531,43444,-42741,-409,-2804,-31,-2035,0,473,3419,-97,-197,569
A112610,¾¾¿¡½ºÀ©µå,20230602,-154870,59485,96761,8924,1973,36227,-436,2242,13627,-1581,205,34204
A112610,¾¾¿¡½ºÀ©µå,20230605,-63740,34870,29363,8416,-1054,9227,0,-117,11421,-282,-211,1470
A112610,¾¾¿¡½ºÀ©µå,20230607,-188381,117840,73514,14360,15021,4541,-376,1,3580,-1373,-1600,36387
A112610,¾¾¿¡½ºÀ©µå,20230609,-17414,94459,-76946,-8660,-8324,-16011,0,-570,-13892,424,-523,-29489
A112610,¾¾¿¡½ºÀ©µå,20230608,-11594,26159,-14359,2899,-12476,92,0,-442,4744,49,-255,-9176
A112610,¾¾¿¡½ºÀ©µå,20230613,-48791,39674,7810,23293,-5891,-126,40,-1,-11572,1970,-663,2067
A112610,¾¾¿¡½ºÀ©µå,20230612,234,34864,-36040,11771,-7336,-15958,0,0,-11109,1251,-309,-13408
A112610,¾¾¿¡½ºÀ©µå,20230615,53219,18287,-74797,-10754,-4216,-13896,0,-120,-26283,3469,-178,-19528
A112610,¾¾¿¡½ºÀ©µå,20230614,12902,33519,-48741,-12314,99,-11208,0,-120,-5789,2088,232,-19409
A112610,¾¾¿¡½ºÀ©µå,20230616,-171976,142991,30862,-1205,2698,9615,0,-100,13630,-2737,860,6224
A112610,¾¾¿¡½ºÀ©µå,20230619,-227093,92800,126758,-165,2839,42095,-1433,-154,58815,7364,171,24761
A112610,¾¾¿¡½ºÀ©µå,20230621,-14768,66928,-47366,10061,-2622,-17110,-8500,-51,-13755,-2027,-2767,-15389
A112610,¾¾¿¡½ºÀ©µå,20230620,18634,2096,-17534,12187,-2212,-7335,0,-1,-14984,-1849,-1347,-5189
