단어
""
대화형
서비스
오피스
내
음성
인식
회의록
개인
맞춤형
헬스케어
서비스
등
기획컴투버스
이경일
대표좌
셀바스
곽민철
대표우
사진
컴투스이코노미스트
원태영
기자컴투스는
메타버스
전문
기업
컴투버스가
셀바스와
관련
기술
및
사업
협력을
협약했다고
일
밝혔다셀바스는
음성인식
음성합성
필기인식
광학문자인식
자연어
처리
최고
수준의
""
""
""
기술을
기반으로
한
인공지능
기업으로
교육
의료
금융
문화
엔터테인먼트
다양한
분야와의
통해
융합
솔루션을
제공하고
있다더
나아가
최근에는
년간
축적한
노하우와
데이터를
기반으로
메타버스
헬스케어
에듀테크
모빌리티
로봇
미래
산업
융합을
모색하며
디지털
혁신을
이끌어내고
있다컴투버스는
이번
협약을
바탕으로
함께
인프라스트럭처로
설계되는
컴투버스를
위해
개발에
대한
전략적
추진할
계획이다
또한
분기
첫
선을
보이는
컴투버스의
경쟁력을
더욱
강화하기
위한
솔루션
구축을
위해
힘을
모은다먼저
양사는
음성합성
기술과
더불어
기록
서비스인
셀비
노트
병원∙검진센터∙피트니스센터
등에서
사용되는
질병
발병
확률
예측
체크업
셀바스가
보유한
기존
솔루션의
컴투버스
접목을
협의할
계획이다
서비스는
물론
활용한
회의록
작성
오피스
메디컬
커머스
등에
적용
가능한
융복합
기술의
도입도
가능해진다
아울러
셀바스의
""
노하우를
컴투버스와의
신규
사업과
컴투스
그룹의
콘텐츠
밸류체인과의
여러
협업
기회도
창출할
예정이다곽민철
셀바스
대표는
음성
지능을
중심으로
분야에
집중하고
있으며
신사업도
속도를
내고
있다며
컴투버스와
긴밀히
협력해
사업을
추진하고
향후
생태계를
구성하는
파트너사와도
협력
기회를
것으로
기대한다고
전했다이경일
컴투버스는
올해
서비스를
시작으로
본격적인
상용화에
돌입할
예정이며
셀바스와의
협업으로
기능성과
활용성이
초고도화된
오피스의
경험을
제공할
확신한다라며
앞으로도
전
분야
유력
기업들과
파트너십으로
강력한
얼라이언스를
구축해
나갈
것이라고
밝혔다
대표왼쪽과
대표오른쪽컴투스
제공
서울연합뉴스
홍국기
기자
""
게임
회사
컴투스는
계열사인
인공지능
기술사업
체결했다고
셀바스는
분야에서
해법을
제공하는
회사로
분야와
융합도
모색한다
협약에
따라
컴투버스는
접목
방안을
또
첫선을
서비스의
모으기로
했다
""
대표와
대표사진
왼쪽부터가
사업협약
후
기념
사진을
찍고
있다
제공
파이낸셜뉴스
컴투스의
메타버스차원
가상세계
전문기업
맺었다
인간과
컴퓨터의
상호작용
전문기업이다
업계에
따르면
올
분기
플랫폼
컴투버스의
모은다
음성인식과
셀비
노트
체크업
컴투버스와
접목한다
음성
있다며
컴투버스와
것이라고
전했다
이번
확신한다며
앞으로도
말했다
컴투스
메타버스
셀바스
대화형
도입
추진음성기록
활용
회의록도
구축이경일왼쪽
대표가
골자로
하는
업무
체결한
뒤
기념사진을
촬영하고
사진제공컴투버스서울경제
컴투스의
자회사
전문업체인
셀바스와
밝혔다양사는
계기로
추진한다
출시
예정인
구축에도
내에서
서비스와
서비스가
활용될
예정이다
병원검진센터피트니스센터
서비스도
메타버스에
접목될
전망이다
계열사의
가치사슬과
협업을
예정이다이경일
예정이라며
확신한다고
말햇다
이
밝혔다곽민철
대표우메타버스
컴투버스대표
이경일는
셀바스대표
곽민철와
기업이다컴투버스는
계획이다또한
모은다양사는
병원검진센터피트니스센터
필기
인식
기업이다
있다양사는
모은다컴투스는
사진출처컴투스음성인식
더불어
컴투버스에
물론
가능해진다곽민철
추진하고
말했다이경일
이번
강조했다
기사내용
요약메타버스
업무협약셀비노트메타버스
병원검진센터
헬스케어
왼쪽부터
대표
대표사진셀바스
제공
재판매
""
금지【서울뉴시스】송혜리
업무협약을
모델을
발굴할
특히
음성합성을
통한
서비스뿐
아니라
작성이
셀비
노트
""
병원
검진센터
피트니스
센터
체크업
""
적용을
가능할
는
계열사
위지윅스튜디오뿐
사업협력을
공고히
할
위지윅스튜디오가
확보한
""
컨텐츠
밸류체인과
플랫폼
디지털트윈
등의
활발히
검토하고
가장
먼저
선보이는
비롯해
고도화된
기술력의
수
있을
기대한다고
음성지능을
이데일리
이용성
기자
셀바스는
메타버스
협력을
업무협약을
밝혔다왼쪽부터
대표사진셀바스이번
협력하고
노트
체크업
가능하다또한
인식기술뿐
제품을
적용할
있도록
프로젝트를
논의할
계획이다셀바스
분야에서의
입지를
넓힐
방침이다
지적재산
있다이경일
기대한다며
앞으로도
분야의
파트너십을
체결하며
메타버스라는
새로운
영역을
선도적으로
이끌어
말했다곽민철
음성지능을
교과서
솔루션인
셀펍을
교재
발행사에
공급했다고
일
음성인식
교육
제품
스피치
에듀
""
수학
국어
교육이
필기인식
펜
에
이어
셀펍을
개발했다
셀펍은
나만의
교과서를
제작할
있는
솔루션으로
기술이
적용됐다
사용자들은
동영상
오디오
이미지
등을
삽입하여
손쉽게
북을
관계자는
셀펍을
이용하면
면
사용자의
학습활동
데이터
수집을
개별
학습자의
학습
분석과
제공이
가능하다며
셀바스는
이미
디지털교과서
뷰어
진행하며
경험과
쌓아오고
있다고
회사는
교육에
적합한
컴포넌트
확보에
박차를
가하고
확보를
분석
기술
연계기술을
융합해
튜터로
순차적으로
확대할
앞으로
빅데이터
더해
셀펍을
통합
솔루션으로
발전시키겠다고
요약주당
가격
만원총
매도액
억만원기반
공동개발
사업협력서울뉴시스
오동현
관계사인
셀바스에
자기주식
만주를
매각한다고
일
공시했다
주당
가격은
이날
종가인
만원으로
총
매도
금액은
약
억만원
규모다위지윅은
지난
년
양사간
기술적
시너지를
업무협약을
관계를
맺었으며
지난해
월에는
유상증자
