날짜,제목,내용
 2022.06.30 08:20,"셀바스AI ""'셀비 노트2.0', 조달청 공식 등록""","[서울=뉴시스]신항섭 기자 = 인공지능·음성기술 전문기업 셀바스AI는 음성기록 솔루션 '셀비 노트(Selvy Note) 2.0'을 조달청 나라장터 디지털서비스몰에 등록됐다고 30일 밝혔다. 조달청 디지털서비스몰은 IT 상품과 서비스전용 공공조달 플랫폼이다.이번 등록을 통해 가격에 대한 투명성, 합리적 프로세스로 공공기관 담당자들이 좀 더 편리하게 음성기록 솔루션 셀비 노트 2.0을 구매할 수 있다.셀비노트 2.0은 대화 내용이 자동으로 기록되는 AI 음성기록 솔루션이다. 회사 측에 따르면 현재 전국 경찰서 조사관과 지자체 소속 아동학대 현장조사 전담 공무원들은 해당 제품을 활용해 자동으로 조서를 작성 중이다. 음성기록 솔루션 셀비노트 2.0 '고정형'은 조사실, 상담실, 회의실 등에서 사용할 수 있으며, '이동형'은 고성능 노트북에 인공지능 음성인식 엔진을 탑재해 사용할 수 있다.장명근 셀바스AI 프로덕트오너(PO)는 ""조달 등록을 위해서는 GS인증 획득, 시험결과서 제출 등 제품의 기술력과 품질을 검증하기 위한 까다로운 과정을 거쳐야 한다""며 ""최근 급증하는 아동학대 현장조사 등 신속한 조사 업무 대응을 위해 공공시장에서의 음성기록 솔루션에 대한 역할이 중요해지고 있어 셀비 노트의 수요가 더욱 확대될 것으로 전망된다""고 말했다. "
 2022.06.28 09:57,"셀바스AI, 표준화 제품 개발 성공한 유일한 상장사-삼성","			 [이데일리 안혜신 기자] 삼성증권은 28일 셀바스AI(108860)에 대해 국내 인공지능 상장사 중 유일하게 표준화된 제품 개발에 성공한 업체라고 평가했다. 투자의견과 목표가는 제시하지 않았다.셀바스AI는 지난 1999년 설립돼 2009년 국내 코스닥 시장에 상장한 국내 1호 인공지능 상장사다. 주요 사업 영역은 컴퓨터와 인간이 쉽고 편하게 상호작용할 수 있도록 하는 기술인 HCI(Human Computer Interaction) 부문이다. HCI 기술은 인공지능의 핵심 분야 중 하나로 평가받고 있으며, 셀바스AI는 음성인식, 음성합성, 자연어처리 등에서 국내 최고 수준의 기술력을 보유하고 있다.국내 인공지능 업계의 문제점은 대부분의 기업이 기술 솔루션은 가지고 있으나 표준화된 제품 개발에는 성공하지 못하고 공공 및 금융권 회사들의 시스템통합(SI, System Integration) 사업을 수행하는 데에 있다. SI 사업 수주 시 고객의 요구에 맞추어 프로젝트를 위한 개발인력이 신규 투입되고 진행률에 따라 매출과 비용을 인식하기 때문에 구조적으로 마진율 개선이 어렵다. 곽호인 연구원은 “하지만 셀바스 AI는 보유 HCI 기술을 응용한 AI 제품의 개발과 표준화에 성공했다”면서 “개발이 완료된 제품을 공공·의료·헬스케어 등 여러 부문별 고객사에 납품해 추가적인 영업비용 발생 없이 판매 제품당 연간 구독료 방식으로 매출을 인식하는 수익 구조를 확립했다”고 말했다.셀바스AI는 제품 매출 확대에 힘입어 올해 가이던스로 별도 기준 연간 매출액 30% 이상 성장과 전년 수준의 영업비용(170억~180억원)을 제시하고 있다.셀바스AI는 미래 먹거리로 메타버스·대체불가토큰(NFT) 사업을 추진하고 있다. 메타버스 생태계 내에서 동사의 음성인식 및 음성합성 솔루션의 중요성이 커질 것으로 판단하기 때문이다. 이를 위해 지난해 12월 위지윅스튜디오(299900)와 양해각서(MOU)를 체결하고, 올 3월에는 BMP엔터와 MOU를 체결해 BMP엔터 소속 아티스트들의 목소리를 그대로 구현하는 디지털트윈 사업을 추진하고 있다.곽 연구원은 “표준화된 제품 개발에 성공해 영업 레버리지 발생이 가능한 국내 유일의 AI 업체”라면서 “지난 3년간 보유 AI 기술을 활용해 표준화된 제품 개발 및 공급에 성공해 안정적인 매출원을 확보하고 있다는 점이 강점”이라고 강조했다."
