단어
셀바스위즈윅시어스랩
메타버스
밸류체인
구축사진
설명
셀바스
시어스랩
사업협력
계약
좌시어스랩
정진욱
대표이사
우셀바스
곽민철
대표이사인공지능
전문기업
셀바스가
증강현실
""
시어스랩과
""
""
및
메타버스를
포함한
신사업
분야에
대한
계약을
체결하고
전략적
투자자
로서
지분투자를
결정했다고
일
밝혔다셀바스는
지난
월
위지윅스튜디오로부터
억원
규모의
투자를
유치했으며
이번
통해
생태계
속
밸류체인을
구축하게
됐다
사업협력으로
시어스랩의
개방형
플랫폼
미러시티
에
다양한
음성기술을
적용해
현실과
같은
생생한
사운드를
구현하고
서비스
몰입도를
높인다는
계획이다또
양사는
""
신규
사업
모델도
공동으로
발굴해
나갈
예정이다
시어스랩은
""
기술
기반의
증강현실
전문기업으로
국내외
약
여개사와
""
관련
파트너쉽을
맺고
있으며
현재
국내에서
가장
많은
상용
출시
경험을
보유하고
있다
과학기술정보통신부가
추진하는
년
개발
사업의
최종
사업자로
선정되기도
했다셀바스는
디지털휴먼
디지털트윈에서
모습
행동
표정
등과
어울리는
목소리
제작을
극대화할
수
있는
있다셀바스
관계자는
메타버스의
몰입감을
높이기
위해선
그래픽만큼이나
사운드가
중요해
당사가
보유한
음성기술로
각
서비스에
알맞게
최적의
목소리로
정교하게
할
있어
사용자
최상으로
끌어
올릴
있다며
당사와
위지윅스튜디오
간
새로운
패러다임을
제시하게
될
것이다라고
말했다시어스랩
대표는
셀바스
의
뛰어난
음성
기술을
아바타
기술에
접목한다면
보다
지능화된
대화형
제공이
가능하며
또한
등의
영역으로
확장해
메타버스에서의
의미있는
융복합
사례를
만들
있을
것이라며
양사의
사업협력을
영역에서
시너지를
만들어
것이라고
기대감을
전했다
""
분야
체결
사진셀바스파이낸셜뉴스
인공지능
증강현실
체결했다고
밝혔다
지분투자도
결정했다
셀바스는
규모
협력에
따라
계획이다
메타버스
알맞는
제작할
말했다
가능하다며
서울뉴시스신항섭
기자
""
에이전트
분야에
됐다이번
또
비전
올해
했다
메타버스의
있다며
당사와
것이라고
셀바스와
후
왼쪽시어스랩
대표이사가
기념촬영을
하고
사진제공셀바스인공지능
에이전트
투자자로서
유치했다
그리고
됐다고
회사
측은
설명했다
적용하여
두
회사는
중요하다며
각
있다고
기사내용
요약셀바스
음성기술과
융복합셀바스위지윅스튜디오시어스랩
구축셀바스는
체결했다
사진은
대표이사왼쪽와
대표이사
재판매
""
금지서울뉴시스
오동현
시어스랩에
체결했다셀바스는
가치사슬을
협력으로
예정이다시어스랩은
다수
모습행동표정
중요하다
독자
위지윅스튜디오
시어스랩간
말했다정진욱
이데일리
김소연
기자
셀바스가
대표이사사진
왼쪽와
셀바스시어스랩
체결후
기념
사진을
촬영하고
사진셀바스셀바스는
위지윅스튜디오로부터
됐다시어스랩은
파트너십을
위해
가능하며
기대했다
파이낸셜뉴스
전문
기업
인천
송도
컨벤시아에서
일부터
일까지
일간
열리는
""
국제치안산업대전에
참가한다고
일
범죄
수사감식
장비관
구역
내
에서
셀비
노트
를
전시하며
접목을
범죄
수사
업무에
효율을
높일
제품
홍보를
공공기관과의
협업을
모색할
는
대화
내용이
자동으로
기록되는
음성기록
솔루션으로
분야
조사
상담의
타이핑
기록
업무를
자동기록으로
보완
대체할
""
급지
경찰서
개
시도
경찰청뿐
아니라
성폭력
아동학대
피해자를
지원하는
해바라기센터에서
성폭력
피해
조서
작성
시스템으로
활용
중이다
전국
지자체에서는
현장조사용으로
사용되고
솔루션은
기능이
추가될
뿐
성능은
한층
고도화됐다
특히
제출
받은
전화
녹취
음성파일을
시스템에
업로드하여
바로
인식할
기능
등이
추가돼
편의성을
높였다는
평을
받고
년간의
사업화
실
환경
데이터를
기반으로
엔진
성능이
향상돼
수사관이
조서를
더
쉽게
작성할
있게
사건
이해관계자와의
내용을
분석해
구체적
작성을
수사구성요건
역시
개선
실제로
음성인식
기반
시스템을
사용
중인
전주
덕진경찰서
노영희
수사관은
직접
사용하고
시스템의
인식률은
체감상
""
이상으로
파일
업로드
기능
화면
디자인
직관성
등
사용자의
편의성에
초점을
맞추고
매우
만족하며
중이다며
수사관들의
업무
부담
감소
피해자의
진술
최소화뿐
수사관의
편견이나
개입이
없어
증거
증명력이
높아지는
데에도
큰
도움을
있다고
음성인식
장명근
프로덕트오너는
이번
전시회
참가는
조사상담
솔루션의
장점을
사람에게
알릴
기회라며
지속적으로
사용자들과
소통하면서
의견수렴과
분석을
더욱
고도화된
시스템을
선보이겠다고
노트뿐
""
""
도
전시할
한편
올해로
회를
맞이한
국제치안산업대전
""
""
은
경찰청
인천광역시가
공동
주최하며
인천관광공사와
㈜메쎄이상이
주관하는
