단어
셀바스의
자회사
셀바스헬스케어가
인공지능
기반
심장진단
영상
혁신기업
울트라사이트
지분을
취득한다
셀바스헬스케어는
일
공시를
통해
울트라사이트
지분
만주를
취득한다고
밝혔다
미국
식품의약국
승인을
앞두고
있는
취득을
""
원격의료
사업을
본격화한다는
전략이다
울트라사이트의
""
심장
초음파
솔루션은
지난
해
유럽에서
마크
영국에서
""
마크를
획득했으며
현재
""
승인
절차가
진행
중이다
특히
월
글로벌
기업인
헬스케어가
캡션
헬스
를
인수하면서
시장에
대한
관심이
세계적으로
높아지고
있다
초음파는
휴대용
장치와
영상지능
기술을
접목시켜
진단
가이드를
제공한다
응급
현장
검사는
의료
전문가는
물론
검사
숙련도가
낮은
의료진이
진료실
지역
병원
검진센터
외곽
등
환자를
치료하는
모든
장소에서
측정이
가능하다
유병탁
셀바스헬스케어
대표는
기존
디지털헬스케어
사업에
이어
시장으로
신규
사업을
확대
중이라며
모기업
인공지능
기술과
앞둔
기술
및
서비스
융합을
본격화
할
예정이다라고
말했다
한편
기존
디지털
헬스케어
시장
의료진단
시장으로신규
셀바스헬스케어의
하드웨어
제조
역량에
모기업
소프트웨어
기술력
""
서비스와의
결합을
추진한다
여기에
울트라사이트가
보유한
가이던스
속도감
있게
추진한다는
계획이다
이데일리
이용성
기자
전문기업
셀바스가
자사의
음성인식
솔루션이
소방서
""
신고
접수에도
적용됐다고
사진셀바스셀바스는
대전소방본부의
지능형
신고접수
플랫폼에
솔루션
을
공급해
상용화했으며
콜백
등을
추가로
개발하겠다고
전했다
회사가
공급한
신고접수
플랫폼은
종합상황실로
들어오는
접수
음성을
텍스트로
변환하는
음성지능
대화형
서비스이다
가
빠른
접수와
출동
재난
접수를
도와준다또한
상황이
발생하고
상황실에
신고가
접수되면
신고자와
접수자
간
대화의
녹취
음원을
변환하고
음성인식의
인식
결과를
바탕으로
접수자를
위한
상황별
질문을
추천해
소방
출동대
자동편성
접수요원
소방관에게
알맞은
표준작전절차
제공으로
신속
정확하고
효과적인
초동
대처를
도울
수
있다는
것이
회사
측
설명이다
측은
""
접수의
경우
긴박한
특성상
통화에
잡음이
많고
긴장한
대화가
이뤄져
신고내용과
상황을
정확히
파악하기
어려웠다며
이에
셀바스
연구진들은
신고
빅데이터를
분석해
발생
시
신속정확하며
초동대처를
연구개발에
주력한
결과
높은
음성
인식률을
확보했다고
언급했다
윤재선
사업대표는
금융권
컨택센터
로봇
메타버스
뿐
아니라
경찰서
소방서
기타
공공기관
다양한
분야에
서비스가
공급
중이라며
대화형
서비스뿐
긴급
신고를
선별해
빠르게
대응
가능한
등도
준비
중이다라고
밝혔다유민상
대전소방본부
소방정보통신
조정관소방경은
""
기술이
실제
업무현장에
적용되어
신속하고
정확한
구조
대응에
큰
역할을
하고
있다며
점차
고도화
되면서
국민
안전에
전념할
구조환경
조성은
골든타임을
사수하는데
도움이
되고
있다고
셀바스는
지능형
플랫폼에
개발한다고
플랫폼은
도와준다
변환한다
또
됐다
어려웠다
이에
랩
확보했다윤재선
금융권
대화형
중이다라고
유민상
""
있다며
있다고
대전소방은
접수시스템을
구축해
하루
평균
건을
접수처리했다고
서울뉴시스이지영
기자
""
셀바스
는
상용화한데
이어
밝혔다지능형
플랫폼은
서비스다
도와준다재난
추천한다
표준작전절차를
제공해
돕는다
사진제공하이픈코퍼레이션하이픈코퍼레이션이하
하이픈은
자사
데이터마켓에
셀비
체크업
서비스를
입점했다고
일
밝혔다셀비
서비스는
셀바스가
개발한
스마트
솔루션이다
사용자의
건강검진
정보를
기반으로
미래에
발생할
질환의
발병
위험도를
예측해준다당뇨
심장질환
뇌졸중
치매
간암
위암
대장암
유방암
전립선암
폐암
주요
대
년
내
위험을
예측하고
건강나이
질환
별
위험도
기대
생존율
등의
콘텐츠를
포함한
종합
건강
리포트로
사용자에게
제공한다셀비
데이터를
국내
상급
의료기관
연구진과의
협업을
만들어진
학습모델을
활용한다
신체
지표에
통계와
수학적
모델을
사용하던
방식에
비해
정확도를
보인다
확률의
정확도는
최고
에
달한다하이픈과
협업
관계를
강화하고
올해
월에는
광학문자인식
응용
프로그램
인터페이스가
하이픈
입점했다하이픈
데이터마켓
박용현
리더는
이번
제휴를
메디컬
헬스케어
인슈어테크
분야의
기업들이
확률
예측
건강나이
예측
로
간편하게
활용할
됐다며
하이픈은
데이터마켓을
데이터
를
제공하겠다고
말했다머니투데이
스타트업
미디어
플랫폼
유니콘팩토리
중소벤처기업부
초청으로
진행되는
샘
알트만
초청
밋업
행사에
참석한다고
일
오픈
대표
임원이
방한할
예정이다
관계자는
셀바스는
시장에서
유일하게
사업화
제품화를
실적을
내고
있어
주목받고
오픈
와의
만남이
혁신적인
비즈니스
기회로
이어질지
기대된다고
챗
""
초거대
를
융합한
서비스들이
속속
등장하면서
음성인식
음성합성은
생산성
극대화
인터페이스의
혁신을
필수
기술로
자리매김
애플이
년만에
새롭게
공개
한
혼합현실
헤드셋
비전프로도
음성과
눈동자의
움직임으로
조작하듯이
음성인식을
통한
입력
의존도는
점점
더
음성인식은
최고의
자랑하며
성우
수준의
자연스러운
목소리를
생성하는
고품질
음성합성으로
적용
분야를
확대하고
있다윤승현
부사장은
챗
등장과
함께
분야에서
를
서비스들을
개발
를
교육
드론
서비스들의
인터페이스
요구하고
우리가
가진
음성합성
음성지능에
연동이
필수적이게
기회가
늘어나고
강조했다
이미
사용자들이
자신이
원하는
언어
정보
습득을
선호하면서
궁극적으로
대화를
각종
기기와
이용할
있도록
목표할
것이라고
덧붙였다
밝혔다중소벤처기업부
임원도
있다특히
김응태
인공지능
셀바스는
중소벤처기업부가
진행하는
샘
행사에
밝혔다이번
행사에는
방한
참여한다
주목받는
오픈와
창출될지
쏠린다고
설명했다
챗
기대가
커지고
챗
중이라며
챗를
서비스의
강조했다그는
이미
이용하도록
하는
게
목표라고
혁신적
기대이데일리
최훈길
챗를
만든
오픈의
올트먼
대표와
만난다
중기부
공동창업자이자
인
올트먼
사진셀바스
셀바스는
세계적으로
기대된다고
인식
합성은
자리매김하고
년
만에
공개한
혼합현실
비전
프로도
조작하듯이
인식을
인식은
우수한
보이고
합성으로
있다셀바스
윤승현
음성
합성
지능에
필수가
윤
선호하고
궁극적으로
것이라고
프로젝트
기획개발
계획서비스
전략
수립
구축가디언즈가칭
이미지
사진
드래곤플라이이코노미스트
원태영
기자드래곤플라이가
치료기기에
산업
전환
핵심
동력인
기술
도입을
고도화에
나선다드래곤플라이는
셀바스와
치료기기와
관련
고도화를
를
체결했다고
일
밝혔다드래곤플라이는
팬데믹
기간
동안
고도의
디지털화가
사회
문화적인
변화에
발맞춰
만들어낼
변화와
혁신에
주목했다
이번
협약을
전반적인
치료기기
산업에
파트너십을
맺어
보험과
병원
유관기관에서
하나의
플랫폼을
개발할
계획이다
양사가
보유하고
네트워크와
전략적
파트너사를
활용해
▲프로젝트
기획
▲개발
계획
▲서비스
공동의
이익을
구축할
예정이다현재
드래곤플라이에서
탐색
임상
중인
게임형
가디언즈가칭는
게임
형태의
소프트웨어를
만
세세
주의력
결핍
과잉
행동장애
환아를
대상으로
애플리케이션이다드래곤플라이는
열린
국제의료기기병원설비전시회
에
참가해
자사에서
가디언즈를
공식적인
첫선을
보였다
그간
참가
이력이
없던
개발사가
최초로
참여한다는
소식에
집중
조명을
받았고
여러
유관
기업과
접촉을
나갈
계기가
와
업무협약을
진행하게
됐다드래곤플라이
원명수
이번
적용한
개발에
그치지
않고
제품
완성도를
높이기
위해
영역의
폭을
넓혀
다각도로
모색해
것이다며
지난
""
이후
많은
기업이
관심을
보이며
직접적인
문의가
쇄도함에
따라
긴밀히
소통하고
추후
최적화된
치료기기를
초격차
확보해
나가며
""
환아들에게
적합한
치료제가
됐으면
한다라고
밝혔다셀바스는
년간
딥러닝
기반의
음성인식
음성합성
인간컴퓨터
상호작용
""
""
기술력을
호
코스닥
상장
기업이다
