단어
매출액은
""
증가한
억원
자료셀바스
제공파이낸셜뉴스
셀바스가
올해
상반기
연결
기준
매출액
억원
영업이익
억원을
달성했다고
일
밝혔다
이는
전년
동기
대비
각각
""
""
규모다
별도기준
억원
영업이익은
억원이다
모기업
셀바스의
인공지능
기반
제품
및
헬스케어
에듀테크
등
전
사업
실적
증가와
종속기업
셀바스
헬스케어의
의료기기
인기가
성장을
견인했다는
게
회사
설명이다
음성인식
음성합성
필기
""
인식기술은
융합
제품화를
통해
국내
대기업
공공기관
병원
등에
공급
중이다
셀바스는
지난주
자배정
유상증자
등을
위지윅스튜디오로부터
총
억원
규모
투자를
유치하기도
했다
이를
위지윅스튜디오가
보유한
메타버스미디어
콘텐츠
작품
배우예능인
지적재산권에
인공지능
음성인식
음성합성
기술을
적용하는
협업모델을
논의하고
있다
곽민철
셀바스
대표이사는
음성지능
시장에서
기술력뿐
아니라
사업화
모두를
당사에
대한
니즈가
지속적으로
증가하고
있다며
""
기업
중
모두
유일하게
성장
중인
기업으로
연간
기준으로도
최대
실적을
올릴
것이라고
설명했다
셀바스
이데일리
김겨레
기자
셀바스는
분기
연결기준
영업이익이
전년동기대비
거뒀다고
공시했다
같은
기간
억원이었다
억원이다상반기
호실적은
사업의
때문이라는
사람과
기기
간
효율적
소통을
위해
다양한
분야에
활용되고
있으며
중이다아울러
규모의
유치했다
위지윅스튜디오는
세계
최고
수준의
컴퓨터그래픽시각특수효과
바탕으로
디지털영상
컨텐츠
기획
연출
제작
솔루션
메타버스
원천
기술력을
기업이다
이번
투자
유치를
메타버스미디어
배우예능인의
이후
위지윅스튜디오를
포함한
계열사들이
기술과
결합해
신사업
모델도
발굴할
예정이다곽민철
기술력
뿐
성장중인
것으로
전망한다며
이번
투자유치를
작품
당사의
음성기술
적용뿐
모델
발굴을
신사업의
경쟁력을
강화할
이은정
타법인
증권
취득자금
확보를
약
억원
제자배정
유상증자를
결정했다고
일
신주
발행가액은
보통주
원이다
납입일은
년
월일이며
상장
예정일은
월일이다
대상자는
위지윅스튜디오다
억원
무기명식
무보증
사모
전환사채
발행을
표면이자율은
""
만기이자율은
다
사채만기일은
년
월일이다
전환청구기간은
년
월일부터
월일까지다
전환에
따라
주식총수
에
해당하는
만주가
발행될
수
서울뉴시스
김경택
기자
""
전문기업
수학식
필기인식
솔루션이
여개국에
서비스되는
웅진씽크빅의
인공지능
연산
앱
매쓰피드에
적용됐다고
일
밝혔다회사
측에
따르면
매쓰피드에
적용된
셀비
펜
은
문제의
정답을
손글씨로
입력하면
자동으로
디지털
텍스트로
전환하는
솔루션이다
전환된
텍스트는
수식의
정답
여부를
확인할
있어
채점하는
기능을
제공한다
이상
높은
인식
성능을
제공하며
이미
금융
자동차
모바일
가전
산업
영역의
상용화
경험을
검증된
안정성을
확보하고
특히
한글
영어
개
언어와
도형
수식
화학식
제스처
필순까지
인식이
가능하다고
측은
설명했다셀바스
관계자는
기존에는
수학식을
작성하고
편집하기
복잡하고
불편한
수식편집기를
사용해야
가능했지만
셀비
펜은
작성된
쉽게
문자로
변환할
교사나
학생들에게
매우
편리하다며
한글
영어
중국어
수학식
제스처까지
손글씨를
인식하는
펜이
산업에
기여할
있도록
계속
확대해
나갈
계획이라고
말했다
양지윤
기반
애플리케이션
매쓰피드에
밝혔다사진셀바스서비스에
은
전환한다
제공한다매쓰피드에
솔루션
변환하는
최초
기술이다
""
제공한다
김동호
문자인식
랩장은
한글
계획이라고
김응태
질병
예측
셀비
체크업
이
하나금융파인드의
인슈어테크
플랫폼
핑글
내
핑글헬스로
서비스된다고
일
밝혔다셀비
체크업의
하나금융파인트
핑글
서비스
적용
화면
사진셀바스셀비
체크업은
사용자의
건강검진
정보를
기반으로
주요
질환에
발병
위험도를
예측해주는
실제
데이터를
만들어진
학습
모델을
활용해
예측도를
보유하고
있다셀바스는
체크업을
하나금융파인드
핑글에서
서비스하기로
핑글헬스
서비스를
이용하면
개인
결과를
생활습관
병과
대암을
질환
개의
년
발형
위험을
분석할
건강
상태를
다각도로
분석한
리포트
제공은
물론
연령별
기존
발병자와의
건강수치를
비교해
개선
방법도
알려준다윤상원
헬스케어부문
사업대표는
최근
보험사
등의
서비스는
금융
상품
추천
보장분석뿐
차별화된
맞춤형
서비스로
진화
중이라며
셀비
온오프라인
적용을
소비자
중심
개인에게
가장
밀접한
건강관리
자리매김하고
있다고
서울뉴시스신항섭
인공지능음성기술
음성기록
노트
""
을
조달청
나라장터
디지털서비스몰에
등록됐다고
일
디지털서비스몰은
""
상품과
서비스전용
공공조달
플랫폼이다이번
등록을
가격에
투명성
합리적
프로세스로
공공기관
담당자들이
좀
더
편리하게
노트
을
구매할
있다셀비노트
은
대화
내용이
기록되는
""
현재
전국
경찰서
조사관과
지자체
소속
아동학대
현장조사
전담
공무원들은
해당
제품을
조서를
작성
셀비노트
""
고정형은
조사실
상담실
회의실
등에서
사용할
이동형은
고성능
노트북에
음성인식
엔진을
탑재해
있다장명근
프로덕트오너는
조달
위해서는
인증
획득
시험결과서
제출
제품의
기술력과
품질을
검증하기
위한
까다로운
과정을
거쳐야
한다며
최근
급증하는
신속한
조사
업무
대응을
공공시장에서의
솔루션에
역할이
중요해지고
노트의
수요가
더욱
확대될
전망된다고
안혜신
인공지능
음성기술기업
이
등록되었다고
플랫폼이다
솔루션으로
여성청소년과
대우조선해양
스마트
선박
군
수사
사용되고
상담
활동이
잦은
현장조사
해바라기
센터
분야로
나가고
고정형은
이동형은
장소에서
휴대성을
극대화했다
말하는
즉시
화자가
구분되어
음성기록이
작성되는
실시간
방식과
시
녹음한
파일을
업로드해
작성할
있는
비실시간
방식
지원
장명근
프로덕트오너
""
는
조달
한다면서
전망된다고
말했다한편
조달
기념해
이벤트도
진행
삼성증권은
일
셀바스에
대해
상장사
표준화된
개발에
성공한
업체라고
평가했다
투자의견과
목표가는
제시하지
않았다셀바스는
지난
년
설립돼
년
코스닥
시장에
상장한
호
상장사다
영역은
컴퓨터와
인간이
쉽고
편하게
상호작용할
하는
기술인
""
""
""
부문이다
""
기술은
인공지능의
핵심
분야
하나로
평가받고
자연어처리
있다국내
업계의
문제점은
대부분의
기업이
기술
솔루션은
가지고
있으나
개발에는
성공하지
못하고
공공
금융권
회사들의
시스템통합
""
""
사업을
수행하는
데에
""
수주
고객의
요구에
맞추어
프로젝트를
개발인력이
신규
투입되고
진행률에
매출과
비용을
인식하기
때문에
구조적으로
마진율
개선이
어렵다
곽호인
연구원은
하지만
는
보유
응용한
개발과
표준화에
성공했다면서
개발이
완료된
공공의료헬스케어
여러
부문별
고객사에
납품해
추가적인
영업비용
발생
없이
판매
제품당
구독료
방식으로
매출을
수익
구조를
확립했다고
말했다셀바스는
매출
확대에
힘입어
가이던스로
별도
""
성장과
영업비용억억원을
제시하고
미래
먹거리로
메타버스대체불가토큰
추진하고
생태계
내에서
동사의
음성합성
솔루션의
중요성이
커질
판단하기
때문이다
지난해
월
위지윅스튜디오와
양해각서를
체결하고
올
월에는
엔터와
를
체결해
엔터
아티스트들의
목소리를
그대로
구현하는
디지털트윈
있다곽
표준화된
성공해
영업
레버리지
발생이
가능한
유일의
업체라면서
지난
년간
개발
공급에
안정적인
매출원을
있다는
점이
강점이라고
강조했다
투비디티엑스
기립성
저혈압
진단
모듈
북미
시장
진출
계기
마련왼쪽부터
블론드그룹아시아
피에르
블론드
대표
김동윤
대표디지털
헬스케어
투비디티엑스대표
김동윤와
캐나다
블론드그룹아시아유한법인대표
블론드이
공급과
관련해
전략적
업무제휴를
지난달
일
롯데시티
호텔
마포에서
맺었다이번
협약으로
투비디티엑스가
개발한
모듈이
탑재된
관리
시스템을
블론드그룹아시아가
북미에서
마케팅유통판매네트워크
확장
전개하는데
활용하게
된다블론드그룹아시아는
캐나다에
본사를
둔
유통판매
전문
년과
초에
국내기업의
니트릴장갑과
억
원
상당의
코로나
테스트
키트를
퀘백
주정부
병원에
공급했다투비디티엑스는
툴
위
투비소프트에서
기립성저혈압
진단플랫폼과
치료제
사업화를
서울
홍릉강소연구개발특구에
설립한
자회사다블론드그룹아시아
대표는
투비디티엑스의
우수한
북미에
공급할
기쁘다며
투비디티엑스
제품이
현지에서
관심을
보일
것이라며
널리
보급될
힘쓰겠다고
말했다김동윤
모듈은
국내외
누구나
있어서
복지가
북미에서도
충분히
만하다며
업무협약으로
세계로
넓힐
중요한
발판이
될
것이다라고
이정현
투비소프트는
운영자금
억만원
조달을
정규남
박성영
구명완
신진우
씨와
에이젯에셋투자조합을
대상으로
제자배정증자
일
만주가
발행되며
원이다
상장예정일은
월일이다
""
댄스
""
안무저작권
저변
공동
협력대한민국댄스스포츠연맹회장
강일성과
투비소프트사장
이임찬가
일
댄스스포츠
발전과
경쟁력
제고를
업무협약을
체결했다
<사진설명
왼쪽부터
강일성
대한민국댄스스포츠연맹
회장
이임찬
투비소프트
사장
사진제공
투비소프트>
대한민국댄스스포츠연맹은
국제올림픽위원회에
올림픽
정식
종목으로
채택된
브레이킹
스탠다드
라틴
각종
종목을
주관하는
대한체육회
회원
종목
단체이다투비소프트는
제스처
토대로
보호를
등으로
창작
안무
조성에
힘쓰고
있다이번
콘텐츠와
확대를
파트너십
네트워크
협력하기로
약속했다투비소프트는
기술개발
유통
""
발행
보호와
활성화를
환경
했다강일성
회장은
투비소프트와
협약을
맺어
댄스와
기술의
새로운
장을
펼칠
기회를
맞이했다며
연맹은
발전을
방법을
고민해
국제대회에서
좋은
성적을
거두고
댄스로
소통하고
화합해
즐기는
문화를
조성하는
데
보탬이
되겠다고
말했다이임찬
사장은
대한민국댄스스포츠연맹은
최고의
파트너라며
투비소프트는
박차를
가해
발전에
길을
여는
계기를
만들겠다고
◆강일성
회장왼쪽과
사장이
제고
맺고
기념촬영을
하고
사진투비소프트
제공투비소프트가
대한민국댄스스포츠연맹과
댄스스포츠
업무협약을
맺었다고
일
브레이킹과
단체다
창작안무
협약에
파트너십네트워크
나서며
기술개발유통
보호활성화를
연맹
댄스스포츠
거두고
소통화합해
되겠다고
이번
만들겠다고
전했다
고급
개발인력
양성
목표월
일까지
신청
받아서울경제
투비소프트가
""
대표주자
넥사크로
""
전문가를
양성한다투비소프트대표이사
이경찬
장선수가
개발자를
배출하기
프로젝트형
넥사크로
""
전문가
양성과정
기
수강생을
모집
중이라고
밝혔다올해
처음으로
개설한
프로젝트형
전문가
양성과정은
▲넥사크로
의
체계적인
절차
으로
공통
수행
활용
방법
심화
학습에
관심이
마련했다투비소프트가
넥사크로는
정부
민간기업
여
곳에
구축한
월
출시한
은
로우코드
최소한의
프로그래밍으로
짧은
시간
개발을
구현할
특징이
있다강의는
본사
교육장에서
실시하며
강사는
교육
담당자가
강의한다신청
기간은
월
일부터
일까지이며
일정은
일부터
일까지이다
평일
시부터
시까지
주
동안
진행한다
신청과
문의
자세한
사항은
고객지원센터
웹사이트에서
""
코인사업은
자회사
사업으로
포장해
자료
배포투비소프트가
인수한
복층유리
생산설비
제조업체
이강테크의
지분가치가
년만에
""
급감한
나타났다
투비소프트의
반기보고서에
이강테크는
반기말
장부금액이
억만원이다
월
억원에
지분
만주를
지
가치가
급감했다
감사인인
대성삼경회계법인은
억만원
억원만원을
손상처리했다투비소프트는
년
월과
년
두차례에
걸쳐
주식을
인수했다
인수대금은
현금
대신
회차
전환사채로
지급했다
회사는
취득
목적에
재무구조
유동성
확보라고
밝혔다하지만
억만원
영업손실
억만원
당기순손실이
억만원
부진한
기록했다
이에
투비소프트도
실적이
억만원의
순소실에
머물렀다
년
이강인터내쇼날로
설립된
뒤
년
사명을
변경했고
년부터
상장폐지된
기업들과
관계돼
수차례
등장했다
년
폴켐은
년
월
억원에
이강테크를
인수
방식은
현금과
지급이었다
하지만
첫
해부터
투비소프트와
비슷하게
손상차손이
발생했고
상장폐지
이후에는
전액
상각됐다
강흥섭
이강테크
폴켐의
최대주주에
오르기도
에이아이비트현
제이앤케이인더스트리도
년
월
를
억원에
인수하려
했지만
월
계약을
해제했다
이강비트의
자산부채
실사를
실시하였으나
신뢰성
회계자료의
미비로
인해
순자산가액을
확정할
없어
해제했다고
증권업계는
본업인
사용자
인터페이스사용자
경험
플랫폼과
관련이
없는
인수한데
의구심을
나타낸다
기업과
관련성이
있고
수익성이
낮은
기업을
굳이
인수할
필요가
있었냐는
것이다이에
이강테크의
활용한
증대
경영정상화
가능성이
높다고
판단했다며
이강테크가
당시
대기업과
사업협력을
논의
중이었고
관련
계획이
미뤄졌지만
사업가치에
이견이
없다고
이어
경영
개발환경
개선을
인력
구조조정을
시행했고
하반기부터
증대를
예상하고
있다고
덧붙였다
━
코인
사업도
허위
배포억원
발행
도
사용
못해━투비소프트가
추진한
대체불가토큰과
가상자산
메타댄스토큰
문제로
지적된다
월
투비메타를
설립해
대체불가토큰
추진한다고
거래소
더봄을
운영
메타댄스토큰의
가상자산거래소
""
개월간
보도자료를
배포했다
포털사이트에서
를
검색하면
관련된
글을
찾을
있다하지만
투비메타는
지분관계가
없다
기대감을
높였지만
사실상
것이다
기대감에
원까지
올랐던
주가는
원
수준까지
내려왔다
에서
도
월
달러까지
상승했다가
최근엔
분의
""
수준인
""
달러에
거래되고
이
문제에
투비소프트와
투비메타가
직접적인
관계는
없지만
경영진이
중복되고
출자
예정이라
정확히
기술하지
못했다며
투비메타
보도자료에서는
자회사라는
표현이
답변했다
일
이사회
결의를
투비메타의
출자를
결의했다
종속기업으로
편입될
예정이다
투자유치한
억원도
사용하지
못할
만큼
신규사업
발굴에
난항을
겪는다고
보고
메리츠증권을
억원의
전환사채를
발행했다
자금
목적은
신규사업자금
억원
억원이다하지만
억원은
못한
채
메리츠증권에
근질권이
설정돼
상태다
메리츠증권은
를
발행하면서
사채
조기상환청구에
이행담보로
금융계좌에
근질권설정
자금을
사용하려면
추가
담보를
제공해야
가능하다
일각에서는
메리츠증권이
자금사용을
담보
제공을
요구한
점을
들어
회사가
매도청구권콜옵션을
염두하고
발행한
것이
아니냐는
지적도
나온다
는
전환가액이
원이지만
시가
하락에
액면가인
원까지
전환가액
조정이
의
콜옵션에
파생상품금융자산으로
계상하고
발행
조기상환
청구가
월부터
가능하지만
기업가치
제고로
투자자의
전환권
행사를
노력할
계획이라며
현재
사채에
상환계획은
프로젝트형
전문가
모집한다고
밝혔다투비소프트가
넥사크로는
정부공공기관
은
로우
코드
교육은
기초
지식부터
프로젝트
체험할
모의
프로젝트까지
다뤄
현업에서
사용을
능숙하게
할
교육과정을
구성했다수강
대상은
을
체계적으로
이해하고
""
공통업무를
수행하려는
개발자다
장소는
직접
실시할
예정이다신청
다음
달
일까지다
월일부터
월일까지로
시부터
오후
시까지
일
피의자
신분
출석조사받아
고발인
페이퍼컴퍼니로
빼돌려투비소프트
대표
측
절차상
문제없어서울
강남경찰서
헤럴드경제헤럴드경제양대근김희량
경찰이
업무상
횡령
혐의로
고발된
이모
대표를
소환
조사한
확인됐다일
헤럴드경제
취재에
강남경찰서는
신분으로
소환
조사했다경찰은
대표와
함께
명에
대해서도
금명간
불러
조사할
계획으로
알려졌다
나머지
명은
상근이사
상근이사의
부인인
최모
씨
이들과
사업파트너인
박모
씨다금융투자업계
농축산물
유통
라이브방송
커머스
시스템
구축을
용역을
최씨가
대주주인
사에
발주하면서
계약금액을
적정가보다
수억원
가량
억원에
발주한
의혹을
받고
있다사의
명의상
대표인
씨가
이들
명을
고발했다
씨는
